Temperature,Humidity,Measure1,Measure2,Measure3,Measure4,Measure5,Measure6,Measure7,Measure8,Measure9,Measure10,Measure11,Measure12,Measure13,Measure14,Measure15,Hours Since Previous Failure,true_label,predicted_label,is_misclassification,probabilities,Entropy Calculator,Trust Calculator on 19 Neighbors - Trust,Trust Calculator on 19 Neighbors - Detail,External Calculator (NaiveBayes),Combined Calculator (XGBoost),Multiple Combined Calculator (3 classifiers),Confidence Interval (0.9999%)
65,84,494,1,1,1999,1356,754,1909,1475,467,781,1542,310,815,163,1966,360,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9995237465510546,0.9994831578223966,0.999691164903811,17
60,82,1404,0,2,2004,1335,593,1311,258,474,263,1440,1892,347,621,189,79,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999852175925514,0.9998322445026133,0.9999949782339793,18
63,83,792,3,1,958,1455,408,720,1494,2000,1925,1769,1481,995,1591,488,100,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998772682491672,0.9996918286196887,0.9999600160458556,17
63,90,1931,2,2,876,263,1213,1683,890,1728,1789,825,1413,1310,618,676,291,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999731782994147,0.9988057434093207,0.9999943936206499,18
64,78,1853,1,0,1174,655,1620,1072,229,1708,1562,954,645,1636,1194,787,320,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9775316718580164,0.9926992473192513,0.9901698799339492,16
67,84,563,1,1,763,595,585,1170,420,1281,392,919,1025,1486,748,1024,219,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.987184431193866,0.9995709867507685,0.9972812722004232,16
68,86,482,3,1,1216,1860,565,1214,1063,976,714,991,876,181,573,1258,358,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9934872326737912,0.9984692437574267,0.9984933532872485,16
66,83,629,3,1,1754,342,1597,1593,1722,1767,525,1192,784,1682,1861,1692,102,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9951037903204027,0.9968115142546594,0.9981710415331236,17
66,83,205,2,2,1684,1097,1007,1262,1463,578,1218,322,1987,269,1447,1693,223,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9992143163997874,0.9990970625076443,0.9985306731517238,16
67,84,1137,0,1,604,1473,1995,1275,1271,276,667,557,1537,1762,1614,1459,117,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.968948412780778,0.9986230439972132,0.9910644076292326,16
64,87,836,1,0,978,628,926,573,1052,1591,1521,684,627,218,1824,1288,585,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9975259051224491,0.9906535483896732,0.9994752474339283,16
66,83,834,3,2,881,1566,1002,1302,1996,1606,383,629,1922,591,338,853,267,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9993101758050857,0.9995351280958857,0.9997060757129287,18
63,85,957,2,1,1171,1631,1209,838,610,1836,695,1488,963,163,219,1057,274,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998711292292186,0.9979143873788416,0.9999635634839265,17
61,77,1673,0,1,1784,349,1196,688,1326,1173,1660,1029,1719,401,1114,1767,61,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9969066043541597,0.9993406572029926,0.9958508907945349,16
60,88,1135,2,0,1977,895,782,281,1694,800,1456,384,2008,501,412,1421,139,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999573093201938,0.9988201741361991,0.9999693004131824,17
68,78,981,1,2,1270,542,1736,785,1798,524,1883,1461,1332,729,552,182,1,normal,normal,0,[0.7 0.3],0.1187091007693073,1.0,"[('normal', 19)]",0.9676114794466039,0.5279797345332037,0.5251535996412495,18
63,92,1001,1,0,1040,167,1253,552,1878,1913,348,666,1048,1252,1348,522,60,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9995676347825476,0.9988465750357136,0.999924139895341,17
61,79,471,3,2,1479,1469,1360,462,1498,562,1659,798,931,908,1065,1361,259,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.998857714639022,0.9992103139520623,0.9989524487214726,18
63,79,794,3,2,734,1022,715,762,1347,1837,770,836,917,1126,1651,357,198,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9993136438579074,0.9998988920269767,0.9996730627698042,17
64,85,1972,1,2,1550,1811,219,1329,874,889,982,1849,690,1258,2004,1725,164,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999218886920411,0.9988743687281385,0.999969385810718,17
67,80,470,0,1,1384,1784,863,279,974,466,1761,424,801,1010,441,1177,237,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9027618317606926,0.9988673995248973,0.9508797247691595,17
62,77,863,3,0,1345,812,289,718,527,619,642,340,554,735,461,1939,319,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9841635069952764,0.9962696996517479,0.9839610975759269,18
64,92,198,0,0,1793,781,1909,371,1617,433,805,847,1568,1630,1976,745,185,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9997134467808166,0.9990332407760434,0.9999359938087345,17
63,83,1356,0,2,1044,712,478,1899,443,1539,1712,1705,1380,612,414,1119,187,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999596153442837,0.9995011917781085,0.9999810391035977,16
67,86,1689,2,1,484,1539,1879,466,220,744,1866,1715,743,1224,741,1434,196,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9962487776817005,0.9984376993961632,0.9986474330193297,17
63,85,1534,1,0,244,874,948,666,1868,1031,292,1617,1115,690,1705,1947,40,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9993890450096173,0.9996131587540731,0.9997736295445026,17
63,93,660,0,1,285,873,573,1862,1647,1986,1443,1677,619,378,1489,164,241,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999959168207727,0.9995214977534488,0.999999169315395,17
65,81,1764,1,1,1682,1866,1107,1705,1799,1978,978,1075,1305,813,882,1957,415,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9962236052108544,0.9993808342260309,0.9987001128275024,15
65,85,649,0,2,936,731,1487,993,1516,1332,1256,394,1155,431,328,1567,156,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9987741754702388,0.9993938052793965,0.9993872684421348,18
64,81,1207,3,2,196,268,1868,1509,1449,561,467,1665,907,1175,924,478,507,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.999467006635948,0.9987096114782616,0.99979859110983,17
67,75,1449,2,1,751,1034,1773,293,953,1521,239,1064,290,1413,1048,594,183,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.8694431609843589,0.9983459305949509,0.8901443066703635,16
66,78,1730,1,1,605,882,1993,1656,1822,1940,1449,1790,1167,993,1755,1195,159,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9931395844055799,0.9991139054181986,0.9941098047495224,17
68,78,738,0,1,246,1293,1580,260,1567,1523,949,1564,1699,1005,471,802,355,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9834054566308563,0.9992044853861444,0.9846690223703919,17
65,79,1815,3,2,1598,765,500,1482,876,1842,625,323,1602,1241,1302,1897,13,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9961129309583826,0.9966876672115177,0.9967718964809675,18
65,76,1172,3,1,910,500,1557,1311,981,169,1530,390,1024,1037,1965,960,136,normal,normal,0,[1. 0.],1.0,0.8947368421052632,"[('normal', 17), ('Yes', 2)]",0.8947380073587486,0.9634513035416603,0.9057469704462123,17
64,84,1704,1,2,1541,343,857,502,481,1005,949,279,175,391,1782,503,246,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9996255310198261,0.9967623597476631,0.9995577456220972,17
63,80,1843,1,1,1937,1753,1419,1677,1413,1463,1552,985,1557,712,1526,992,264,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9985196466512055,0.9967188858427107,0.9993211578322002,17
65,79,873,2,0,609,1978,412,1676,157,1930,1845,1091,1488,1397,1063,930,34,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9660839195917661,0.9991886715870351,0.9926683975009492,17
65,82,1503,1,2,822,2010,1423,1164,1570,791,1731,1959,564,689,505,688,89,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9994650288935553,0.9996871639741585,0.9996483830519729,18
62,86,1227,3,1,366,475,1117,803,962,1328,1770,781,1906,901,436,488,171,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999130667904765,0.9996919053664897,0.9999723672163316,17
63,87,576,1,0,902,1116,1845,1976,1131,338,579,1144,1400,725,1887,1630,91,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9995159731068329,0.9991130943526514,0.9998703280834693,17
65,82,498,0,1,812,1454,1249,915,1159,1029,887,614,1613,1811,460,705,45,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9920842770242969,0.9998135829082457,0.9977063197822374,17
63,88,1801,0,0,1623,425,1687,1845,2000,1857,229,1773,1269,1620,479,377,325,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.999969622728707,0.9969739099033177,0.9999922265059475,18
64,82,401,3,0,1773,580,201,1908,577,828,309,1709,627,388,1833,778,39,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9994107841923284,0.9994482779875398,0.9997483006615079,17
67,77,1772,3,2,1084,1362,1513,793,1573,164,608,1776,622,257,1311,224,80,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9964941303114706,0.9980423478409648,0.981846951459044,17
61,78,402,1,1,376,817,1844,316,1980,1759,170,1018,931,951,1856,1945,108,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9938696049165915,0.9995511487650219,0.9975273490283031,17
68,84,1885,3,0,1594,591,725,1482,1075,1892,321,471,2001,1547,1261,1745,290,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9950807945454075,0.9954545977525413,0.9968594535297629,17
64,87,704,3,2,1108,1327,1231,1130,1779,430,1782,1017,1664,1906,258,1423,150,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998170684690593,0.9989710404770449,0.9999387986291398,16
65,75,393,1,0,782,722,1431,979,1850,1316,1291,884,890,670,1646,1800,361,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.8512396803479987,0.9858288560062647,0.8905330960107589,18
68,83,1921,3,2,655,1298,1501,1620,1122,1271,1625,1335,315,1768,424,288,26,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9977802504594248,0.9992073738249019,0.9982262507049297,17
63,85,1325,2,0,1565,267,503,602,979,1309,803,458,1735,1815,469,1248,242,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.999349135287968,0.9993789853760973,0.9997657309258402,18
63,83,477,0,0,1550,1047,589,1742,1184,1422,282,442,668,842,592,855,193,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9978288206963011,0.9998029623238835,0.9994373950049676,17
63,77,1613,2,0,1946,968,1663,671,652,1587,1393,2001,1721,1462,1806,1736,81,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9990187223266472,0.9985192129388452,0.9962437943147266,18
65,80,743,1,0,543,1861,213,1048,545,904,1811,1881,418,1024,645,378,52,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9942152403094604,0.9994537869351916,0.9978313115162408,18
65,82,386,3,0,1421,1354,1913,454,1642,1200,166,1134,1428,1459,1413,1750,489,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.990295867238906,0.9983793692663312,0.9965291485555525,17
61,79,1626,0,0,1526,1219,478,760,640,968,1748,1952,1300,1953,917,1473,63,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9993504784576352,0.9994803622248583,0.9996555551760108,18
63,76,1564,2,0,1466,1864,1910,1701,1769,1254,703,1481,888,167,1191,462,32,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.990172019064896,0.9929488217458129,0.9928436433984364,18
66,76,429,3,0,823,1130,1947,1870,613,736,327,1941,1563,1139,1982,371,119,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9940871380740178,0.9976519173942506,0.9921184783320766,17
62,76,600,1,0,879,907,324,1948,627,1198,1136,1131,1097,240,1603,1518,148,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.994099499448573,0.9972830668557435,0.9972467542905159,16
68,80,553,1,1,597,1093,511,551,1405,1129,182,1953,1233,1840,1001,758,150,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9926304609199594,0.9997125749650877,0.9963210857833095,16
60,79,767,2,2,777,1383,363,1250,1415,848,970,1267,1542,1777,1047,749,257,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.99984826751983,0.9998476257896982,0.999960553608635,18
61,85,1967,3,1,1953,1731,271,347,607,597,899,388,1280,496,1337,514,231,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998635477464243,0.9986022317316383,0.9999458560256625,17
60,82,951,3,2,1662,1694,862,1685,1562,1897,1651,854,1513,462,1565,772,278,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999599037432486,0.9996208183292765,0.9999877394441429,18
65,80,1464,1,0,1383,1527,1085,315,578,871,1914,621,1030,1470,1283,740,224,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9693755538608697,0.9994703279808164,0.9841815459117145,16
61,88,1097,2,2,1112,1510,813,1614,644,771,1127,1871,1076,155,1428,1851,194,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999969085049842,0.9996443610289134,0.9999989382066369,15
66,81,274,1,2,1668,813,1555,1428,1046,1119,584,1934,1166,525,623,1592,276,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9996499981041311,0.9997504230996128,0.9994987054251899,17
62,81,413,0,0,1289,918,1624,1198,1767,1236,1401,1648,1250,1127,2005,766,301,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9993725177900231,0.9993368113064207,0.9997356093203882,17
65,75,1202,0,1,1224,170,1397,679,1786,1818,1695,226,629,1878,541,1850,284,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.8125475106168564,0.8559755980968475,0.8388824790857391,17
60,87,1321,3,1,1004,694,1422,714,360,1084,1649,1307,934,421,1867,880,490,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999281816204146,0.9976188407745212,0.9999854234600344,16
67,80,1400,3,0,1932,2008,1046,1195,713,1217,1368,359,492,1179,593,256,346,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9539795865760639,0.9972047894261777,0.9758309043040191,17
67,84,1540,3,0,909,960,1174,477,1943,1386,790,1460,1539,1135,386,164,70,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9985761640596938,0.9997325128642842,0.9988730649009264,17
61,89,483,2,0,1773,880,1280,933,1749,1774,1427,379,1417,1762,882,981,393,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998344268655134,0.9955841200426221,0.9999678316821452,18
61,80,1761,1,2,1887,260,951,613,280,349,190,488,901,1040,1118,1312,159,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9981688431390894,0.999413427489344,0.9991622002741499,17
68,85,1938,2,2,1089,562,1087,1874,832,383,1347,1470,474,1005,576,1977,39,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9982421959504912,0.9975369088351727,0.9982611961578316,16
62,82,937,2,1,955,1255,1403,1450,874,1213,283,1715,1427,869,300,1153,128,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9997962641616238,0.9998369263776112,0.999940029803447,17
63,81,706,3,1,1600,910,1669,1217,1158,1206,1594,1070,2003,566,272,1095,554,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9991436587164225,0.9988394198007882,0.9996255693367573,15
68,90,1206,3,0,668,1405,1749,1781,325,642,1342,1447,949,1106,1163,494,344,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9983208231052669,0.9994453783729114,0.999628118843573,17
68,85,1393,3,0,2001,1592,1115,1564,1448,1843,934,1282,1272,1080,568,807,368,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9967604506755852,0.9994826387264766,0.9988980014306373,16
65,87,317,0,0,348,886,1391,1917,1739,1227,1849,629,441,1675,1895,1656,321,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9967372526458865,0.9932772903703153,0.9990676994645563,18
65,81,1149,3,0,1012,1074,1252,1701,1743,566,1724,1747,985,1684,1101,665,27,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9967487234358813,0.99929959961446,0.9979941535973103,16
68,79,1508,3,1,1840,809,1796,298,2006,1594,347,1924,511,1423,205,335,138,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9947960257980357,0.994290666654706,0.9857222792905485,17
62,86,1816,0,2,1857,670,663,1312,1093,812,949,1075,335,882,1752,399,381,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.999961985282258,0.9986138949170709,0.9999880443655735,16
68,80,1692,2,0,1567,1759,381,1797,1296,1838,431,1443,1238,1951,1046,1209,419,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9799180276838161,0.9991460904711857,0.9938981839487369,18
72,82,1336,3,1,1753,540,1309,1753,625,1757,1405,1657,472,1127,1947,1266,347,normal,normal,0,[0.5 0.5],0.0,1.0,"[('normal', 19)]",0.9367526285282632,0.33612877130508423,0.4628116602888152,16
66,84,435,2,1,1108,383,409,346,1138,1610,496,1269,1663,318,1034,634,345,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9994668389282355,0.999554824171355,0.9997891764829437,17
67,83,1178,3,0,933,1089,528,988,695,1896,893,481,346,1080,1745,2010,33,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9712098440160339,0.99819376016967,0.9865873782240575,16
60,79,1349,0,1,1339,1677,543,506,970,1685,520,1666,1395,700,922,1592,31,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9995328346582819,0.9998164328280836,0.9998702099064009,17
60,78,596,2,0,1546,1251,856,687,982,559,1641,1818,948,389,1815,603,254,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9996818072786865,0.999612614599755,0.9996811110146552,18
60,84,648,3,0,862,638,1684,860,1156,1854,1444,1916,395,309,1737,1762,7,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999416866009487,0.9918702654540539,0.9999531024967118,18
60,84,1614,0,2,391,1937,1009,553,1823,910,667,601,984,219,1839,1749,28,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9996617589304485,0.9991856067208573,0.9999089973932609,18
67,88,383,1,1,245,395,1580,1753,874,1565,409,1859,1337,1406,1925,906,46,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9995043523991334,0.9989662587177008,0.999877981467382,17
65,77,1789,2,2,1287,797,1656,385,914,164,971,666,1670,697,1923,1053,126,normal,normal,0,[1. 0.],1.0,0.8947368421052632,"[('normal', 17), ('Yes', 2)]",0.9921283903463028,0.9957679170183837,0.9673027984893615,18
65,91,335,0,0,229,976,187,193,1845,1789,1977,958,482,1819,1818,278,280,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9996008587620883,0.9985176841728389,0.9999143410129238,18
65,85,1031,1,2,458,1871,1652,1104,1404,1905,594,155,1286,748,800,1244,127,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9979858847724064,0.9995229367050342,0.999484287481057,17
64,80,556,2,2,233,1835,1483,373,461,800,1190,1625,1057,1594,476,788,174,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9991552009441088,0.9996952885412611,0.9995594471963902,17
63,79,564,3,2,1039,510,381,1002,1160,969,243,1172,1803,498,1780,632,96,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9996149685014832,0.9997443824540824,0.9997974286140199,17
66,77,822,1,2,1747,1922,1183,1642,1218,1495,1366,2008,922,1098,192,1827,110,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9975469137578378,0.9990781857050024,0.9964546371121944,17
60,84,1896,0,1,575,636,905,1500,364,1110,1116,377,523,1278,1137,1600,366,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9994137354574413,0.9897399172186852,0.9998755089587202,14
68,84,900,2,0,581,1921,1779,474,540,1717,1455,1283,1397,434,1113,1679,160,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.982018934076606,0.9985541848000139,0.9924438146633708,17
68,77,1347,3,0,489,404,517,157,1935,1959,857,548,1758,242,750,804,227,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9535761800375712,0.9940013168379664,0.9015572841997966,18
67,82,905,3,1,1174,503,1033,169,1880,922,1623,863,1322,1030,1514,779,94,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9843002044840551,0.9961502184160054,0.9887026566809652,16
65,84,195,3,1,370,1205,1150,495,916,718,473,1049,1423,359,885,1374,300,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9989057002375867,0.9997887953941245,0.9995321247355117,17
66,79,708,2,1,1458,196,927,201,1660,1719,1559,1851,925,1832,1543,1283,139,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.995792934573456,0.9986188261536881,0.9947056521112135,17
66,77,818,2,1,1570,954,434,228,354,339,308,1580,1068,1959,687,1786,297,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9824648061177627,0.9985171203734353,0.98599048791549,16
68,81,1268,0,2,831,1340,1970,1227,1603,882,864,1882,884,213,1757,884,29,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9955400629116339,0.9988773133372888,0.9955192794897334,18
67,82,1522,1,2,944,176,1181,1688,1119,1220,887,1068,1336,191,816,992,239,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9982109697951782,0.9985116083407775,0.9987376449559612,16
65,82,949,3,0,721,1381,1248,433,1688,1502,1844,268,1199,1895,373,1934,429,normal,normal,0,[1. 0.],1.0,0.8947368421052632,"[('normal', 17), ('Yes', 2)]",0.9856532266634723,0.9908440914005041,0.9905704583937615,18
67,76,1538,3,2,1174,1555,1673,1183,1813,1484,1147,1047,281,1489,1558,1725,238,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9525175123332489,0.9921451276168227,0.93465044657053,18
61,75,1745,0,0,1798,1427,1171,1879,1051,1379,1584,771,268,1145,833,574,15,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9835315751877369,0.998162699630484,0.9916727330354399,17
67,80,693,3,2,717,731,739,541,531,199,830,1484,402,1142,1355,1546,344,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9949721215465352,0.9987936585675925,0.9944542572897636,18
66,85,771,1,0,807,1218,952,1456,552,1322,818,301,1402,386,1838,435,291,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9970783621765511,0.9989035374019295,0.9990525914232454,18
63,83,585,2,0,625,930,619,1200,579,1000,1141,448,782,425,455,663,179,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9979180566814932,0.9996011980692856,0.9993316257138742,18
67,88,223,2,0,329,1830,687,1670,1252,1939,664,1052,1962,1493,1399,844,153,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9991299557138467,0.9997382502479013,0.9997993905937729,18
